fecha,categoria,segmento,is_weekend,month,promo_active,units_sold,revenue
2023-07-14,Accesorios,Hombre,0,7,0,1,16.42
2023-07-14,Accesorios,Niños,0,7,1,5,170.38
2023-07-14,Accesorios,Unisex,0,7,0,2,103.41
2023-07-14,Calzado,Mujer,0,7,0,2,47.53
2023-07-14,Calzado,Hombre,0,7,0,2,74.56
2023-07-14,Calzado,Niños,0,7,0,3,50.66
2023-07-14,Calzado,Unisex,0,7,0,4,221.26
2023-07-15,Mujer,Mujer,1,7,0,1,47.47
2023-07-15,Mujer,Hombre,1,7,0,3,134.12
2023-07-15,Mujer,Niños,1,7,0,3,88.05
2023-07-15,Mujer,Unisex,1,7,0,2,109.15
2023-07-15,Hombre,Mujer,1,7,0,3,50.41
2023-07-15,Hombre,Hombre,1,7,0,2,116.74
2023-07-15,Hombre,Niños,1,7,0,1,56.61
2023-07-15,Hombre,Unisex,1,7,0,4,218.68
2023-07-15,Niños,Mujer,1,7,0,3,89.54
2023-07-15,Niños,Hombre,1,7,0,4,66.84
2023-07-15,Niños,Niños,1,7,0,0,0.0
2023-07-15,Niños,Unisex,1,7,0,5,179.47
2023-07-15,Accesorios,Mujer,1,7,0,3,148.78
2023-07-15,Accesorios,Hombre,1,7,0,2,70.42
2023-07-15,Accesorios,Niños,1,7,0,6,101.96
2023-07-15,Accesorios,Unisex,1,7,0,3,142.4
2023-07-15,Calzado,Mujer,1,7,0,3,152.94
2023-07-15,Calzado,Hombre,1,7,0,1,15.88
2023-07-15,Calzado,Niños,1,7,1,1,41.1
2023-07-15,Calzado,Unisex,1,7,0,7,258.18
2023-07-16,Mujer,Mujer,1,7,0,4,237.01
2023-07-16,Mujer,Hombre,1,7,0,6,283.52
2023-07-16,Mujer,Niños,1,7,1,8,333.36
2023-07-16,Mujer,Unisex,1,7,0,1,19.36
2023-07-16,Hombre,Mujer,1,7,0,5,120.29
2023-07-16,Hombre,Hombre,1,7,0,3,135.63
2023-07-16,Hombre,Niños,1,7,0,0,0.0
2023-07-16,Hombre,Unisex,1,7,0,3,68.75
2023-07-16,Niños,Mujer,1,7,0,2,38.07
2023-07-16,Niños,Hombre,1,7,0,3,100.94
2023-07-16,Niños,Niños,1,7,0,3,50.79
2023-07-16,Niños,Unisex,1,7,0,4,151.99
2023-07-16,Accesorios,Mujer,1,7,0,2,81.94
2023-07-16,Accesorios,Hombre,1,7,0,4,159.61
2023-07-16,Accesorios,Niños,1,7,0,5,225.44
2023-07-16,Accesorios,Unisex,1,7,0,3,119.46
2023-07-16,Calzado,Mujer,1,7,0,4,75.34
2023-07-16,Calzado,Hombre,1,7,0,1,38.16
2023-07-16,Calzado,Niños,1,7,0,1,19.92
2023-07-16,Calzado,Unisex,1,7,0,3,52.51
2023-07-17,Mujer,Mujer,0,7,0,4,184.64
2023-07-17,Mujer,Hombre,0,7,0,3,79.69
2023-07-17,Mujer,Niños,0,7,0,3,94.12
2023-07-17,Mujer,Unisex,0,7,0,3,85.22
2023-07-17,Hombre,Mujer,0,7,0,5,152.31
2023-07-17,Hombre,Hombre,0,7,0,0,0.0
2023-07-17,Hombre,Niños,0,7,0,3,90.56
2023-07-17,Hombre,Unisex,0,7,1,3,132.21
2023-07-17,Niños,Mujer,0,7,0,0,0.0
2023-07-17,Niños,Hombre,0,7,0,3,90.08
2023-07-17,Niños,Niños,0,7,0,0,0.0
2023-07-17,Niños,Unisex,0,7,0,4,191.99
2023-07-17,Accesorios,Mujer,0,7,0,1,15.47
2023-07-17,Accesorios,Hombre,0,7,0,2,54.82
2023-07-17,Accesorios,Niños,0,7,0,3,126.44
2023-07-17,Accesorios,Unisex,0,7,0,1,40.61
2023-07-17,Calzado,Mujer,0,7,0,5,87.46
2023-07-17,Calzado,Hombre,0,7,0,1,52.85
2023-07-17,Calzado,Niños,0,7,1,4,230.99
2023-07-17,Calzado,Unisex,0,7,0,0,0.0
2023-07-18,Mujer,Mujer,0,7,1,3,122.12
2023-07-18,Mujer,Hombre,0,7,0,5,278.49
2023-07-18,Mujer,Niños,0,7,0,1,30.16
2023-07-18,Mujer,Unisex,0,7,0,2,75.73
2023-07-18,Hombre,Mujer,0,7,0,3,150.03
2023-07-18,Hombre,Hombre,0,7,0,1,58.94
2023-07-18,Hombre,Niños,0,7,0,5,174.46
2023-07-18,Hombre,Unisex,0,7,0,2,44.14
2023-07-18,Niños,Mujer,0,7,0,3,69.99
2023-07-18,Niños,Hombre,0,7,0,2,72.19
2023-07-18,Niños,Niños,0,7,0,0,0.0
2023-07-18,Niños,Unisex,0,7,0,1,31.77
2023-07-18,Accesorios,Mujer,0,7,0,0,0.0
2023-07-18,Accesorios,Hombre,0,7,0,2,80.96
2023-07-18,Accesorios,Niños,0,7,0,3,178.74
2023-07-18,Accesorios,Unisex,0,7,0,2,71.59
2023-07-18,Calzado,Mujer,0,7,0,2,76.52
2023-07-18,Calzado,Hombre,0,7,0,1,44.98
2023-07-18,Calzado,Niños,0,7,0,2,66.49
2023-07-18,Calzado,Unisex,0,7,0,1,39.67
2023-07-19,Mujer,Mujer,0,7,0,1,35.79
2023-07-19,Mujer,Hombre,0,7,0,6,359.83
2023-07-19,Mujer,Niños,0,7,0,3,159.47
2023-07-19,Mujer,Unisex,0,7,0,3,87.31
2023-07-19,Hombre,Mujer,0,7,0,5,226.32
2023-07-19,Hombre,Hombre,0,7,0,2,71.01
2023-07-19,Hombre,Niños,0,7,0,4,221.0
2023-07-19,Hombre,Unisex,0,7,0,1,50.1
2023-07-19,Niños,Mujer,0,7,0,2,114.46
2023-07-19,Niños,Hombre,0,7,0,0,0.0
2023-07-19,Niños,Niños,0,7,0,3,93.84
2023-07-19,Niños,Unisex,0,7,0,3,124.68
2023-07-19,Accesorios,Mujer,0,7,0,4,81.03
2023-07-19,Accesorios,Hombre,0,7,0,3,157.89
2023-07-19,Accesorios,Niños,0,7,0,0,0.0
2023-07-19,Accesorios,Unisex,0,7,0,4,88.84
2023-07-19,Calzado,Mujer,0,7,0,1,44.53
2023-07-19,Calzado,Hombre,0,7,0,5,219.35
2023-07-19,Calzado,Niños,0,7,0,5,154.8
2023-07-19,Calzado,Unisex,0,7,0,2,51.28
2023-07-20,Mujer,Mujer,0,7,0,1,24.71
2023-07-20,Mujer,Hombre,0,7,0,5,150.17
2023-07-20,Mujer,Niños,0,7,0,0,0.0
2023-07-20,Mujer,Unisex,0,7,0,1,38.88
2023-07-20,Hombre,Mujer,0,7,0,1,42.27
2023-07-20,Hombre,Hombre,0,7,0,4,157.77
2023-07-20,Hombre,Niños,0,7,0,2,73.74
2023-07-20,Hombre,Unisex,0,7,0,1,50.86
2023-07-20,Niños,Mujer,0,7,0,1,29.55
2023-07-20,Niños,Hombre,0,7,0,3,86.85
2023-07-20,Niños,Niños,0,7,0,2,76.05
2023-07-20,Niños,Unisex,0,7,0,2,64.33
2023-07-20,Accesorios,Mujer,0,7,0,3,64.15
2023-07-20,Accesorios,Hombre,0,7,0,1,46.99
2023-07-20,Accesorios,Niños,0,7,0,0,0.0
2023-07-20,Accesorios,Unisex,0,7,0,4,154.46
2023-07-20,Calzado,Mujer,0,7,0,1,59.9
2023-07-20,Calzado,Hombre,0,7,0,3,92.03
2023-07-20,Calzado,Niños,0,7,0,4,151.05
2023-07-20,Calzado,Unisex,0,7,0,3,137.3
2023-07-21,Mujer,Mujer,0,7,0,6,114.72
2023-07-21,Mujer,Hombre,0,7,0,2,95.19
2023-07-21,Mujer,Niños,0,7,0,5,75.0
2023-07-21,Mujer,Unisex,0,7,0,5,164.51
2023-07-21,Hombre,Mujer,0,7,1,4,124.76
2023-07-21,Hombre,Hombre,0,7,0,2,78.22
2023-07-21,Hombre,Niños,0,7,0,2,36.43
2023-07-21,Hombre,Unisex,0,7,0,1,17.53
2023-07-21,Niños,Mujer,0,7,0,1,21.69
2023-07-21,Niños,Hombre,0,7,0,3,147.55
2023-07-21,Niños,Niños,0,7,0,5,280.19
2023-07-21,Niños,Unisex,0,7,0,1,37.5
2023-07-21,Accesorios,Mujer,0,7,0,3,170.13
2023-07-21,Accesorios,Hombre,0,7,0,1,40.28
2023-07-21,Accesorios,Niños,0,7,0,1,17.28
2023-07-21,Accesorios,Unisex,0,7,0,1,21.02
2023-07-21,Calzado,Mujer,0,7,0,1,41.4
2023-07-21,Calzado,Hombre,0,7,0,2,51.77
2023-07-21,Calzado,Niños,0,7,0,2,93.06
2023-07-21,Calzado,Unisex,0,7,0,3,151.65
2023-07-22,Mujer,Mujer,1,7,0,3,156.07
2023-07-22,Mujer,Hombre,1,7,0,3,48.89
2023-07-22,Mujer,Niños,1,7,0,3,76.77
2023-07-22,Mujer,Unisex,1,7,0,5,273.74
2023-07-22,Hombre,Mujer,1,7,0,3,138.41
2023-07-22,Hombre,Hombre,1,7,0,3,114.13
2023-07-22,Hombre,Niños,1,7,1,4,106.14
2023-07-22,Hombre,Unisex,1,7,0,3,128.73
2023-07-22,Niños,Mujer,1,7,0,3,62.01
2023-07-22,Niños,Hombre,1,7,0,0,0.0
2023-07-22,Niños,Niños,1,7,0,2,53.81
2023-07-22,Niños,Unisex,1,7,0,5,234.27
2023-07-22,Accesorios,Mujer,1,7,0,3,143.17
2023-07-22,Accesorios,Hombre,1,7,0,3,173.78
2023-07-22,Accesorios,Niños,1,7,0,5,296.01
2023-07-22,Accesorios,Unisex,1,7,0,4,181.53
2023-07-22,Calzado,Mujer,1,7,0,5,236.47
2023-07-22,Calzado,Hombre,1,7,0,4,109.45
2023-07-22,Calzado,Niños,1,7,0,4,76.79
2023-07-22,Calzado,Unisex,1,7,0,4,122.43
2023-07-23,Mujer,Mujer,1,7,0,4,78.9
2023-07-23,Mujer,Hombre,1,7,0,3,56.35
2023-07-23,Mujer,Niños,1,7,0,6,315.91
2023-07-23,Mujer,Unisex,1,7,0,3,144.13
2023-07-23,Hombre,Mujer,1,7,1,3,114.35
2023-07-23,Hombre,Hombre,1,7,0,2,88.06
2023-07-23,Hombre,Niños,1,7,0,6,222.58
2023-07-23,Hombre,Unisex,1,7,0,2,31.26
2023-07-23,Niños,Mujer,1,7,0,5,131.2
2023-07-23,Niños,Hombre,1,7,0,1,46.05
2023-07-23,Niños,Niños,1,7,0,4,239.04
2023-07-23,Niños,Unisex,1,7,0,4,182.86
2023-07-23,Accesorios,Mujer,1,7,0,6,127.37
2023-07-23,Accesorios,Hombre,1,7,0,0,0.0
2023-07-23,Accesorios,Niños,1,7,0,6,332.86
2023-07-23,Accesorios,Unisex,1,7,0,3,105.41
2023-07-23,Calzado,Mujer,1,7,0,5,119.8
2023-07-23,Calzado,Hombre,1,7,0,5,111.08
2023-07-23,Calzado,Niños,1,7,0,0,0.0
2023-07-23,Calzado,Unisex,1,7,1,5,266.46
2023-07-24,Mujer,Mujer,0,7,0,3,75.75
2023-07-24,Mujer,Hombre,0,7,1,6,338.06
2023-07-24,Mujer,Niños,0,7,0,5,223.54
2023-07-24,Mujer,Unisex,0,7,0,5,132.73
2023-07-24,Hombre,Mujer,0,7,1,6,176.71
2023-07-24,Hombre,Hombre,0,7,0,2,89.4
2023-07-24,Hombre,Niños,0,7,0,3,48.06
2023-07-24,Hombre,Unisex,0,7,0,2,92.47
2023-07-24,Niños,Mujer,0,7,0,4,130.34
2023-07-24,Niños,Hombre,0,7,0,2,37.15
2023-07-24,Niños,Niños,0,7,0,2,42.18
2023-07-24,Niños,Unisex,0,7,0,2,64.02
2023-07-24,Accesorios,Mujer,0,7,0,2,44.72
2023-07-24,Accesorios,Hombre,0,7,0,2,118.76
2023-07-24,Accesorios,Niños,0,7,0,2,97.45
2023-07-24,Accesorios,Unisex,0,7,0,4,68.97
2023-07-24,Calzado,Mujer,0,7,0,4,106.12
2023-07-24,Calzado,Hombre,0,7,0,4,236.67
2023-07-24,Calzado,Niños,0,7,0,2,96.7
2023-07-24,Calzado,Unisex,0,7,0,3,177.38
2023-07-25,Mujer,Mujer,0,7,0,2,89.11
2023-07-25,Mujer,Hombre,0,7,1,2,35.99
2023-07-25,Mujer,Niños,0,7,0,3,137.15
2023-07-25,Mujer,Unisex,0,7,0,4,176.01
2023-07-25,Hombre,Mujer,0,7,0,2,71.72
2023-07-25,Hombre,Hombre,0,7,0,2,93.46
2023-07-25,Hombre,Niños,0,7,0,0,0.0
2023-07-25,Hombre,Unisex,0,7,0,5,99.33
2023-07-25,Niños,Mujer,0,7,0,1,30.38
2023-07-25,Niños,Hombre,0,7,0,2,61.87
2023-07-25,Niños,Niños,0,7,0,2,66.78
2023-07-25,Niños,Unisex,0,7,0,3,87.85
2023-07-25,Accesorios,Mujer,0,7,0,3,55.4
2023-07-25,Accesorios,Hombre,0,7,0,0,0.0
2023-07-25,Accesorios,Niños,0,7,0,3,85.0
2023-07-25,Accesorios,Unisex,0,7,0,2,67.12
2023-07-25,Calzado,Mujer,0,7,0,5,280.23
2023-07-25,Calzado,Hombre,0,7,0,3,141.73
2023-07-25,Calzado,Niños,0,7,0,3,68.35
2023-07-25,Calzado,Unisex,0,7,0,2,92.91
2023-07-26,Mujer,Mujer,0,7,0,4,69.38
2023-07-26,Mujer,Hombre,0,7,0,5,90.96
2023-07-26,Mujer,Niños,0,7,0,3,78.57
2023-07-26,Mujer,Unisex,0,7,0,3,173.22
2023-07-26,Hombre,Mujer,0,7,0,3,69.91
2023-07-26,Hombre,Hombre,0,7,0,2,94.34
2023-07-26,Hombre,Niños,0,7,0,1,59.94
2023-07-26,Hombre,Unisex,0,7,0,2,31.78
2023-07-26,Niños,Mujer,0,7,0,2,95.85
2023-07-26,Niños,Hombre,0,7,0,3,121.13
2023-07-26,Niños,Niños,0,7,0,3,48.0
2023-07-26,Niños,Unisex,0,7,0,1,34.3
2023-07-26,Accesorios,Mujer,0,7,1,5,236.65
2023-07-26,Accesorios,Hombre,0,7,0,2,70.46
2023-07-26,Accesorios,Niños,0,7,0,3,99.78
2023-07-26,Accesorios,Unisex,0,7,0,2,106.47
2023-07-26,Calzado,Mujer,0,7,0,3,125.75
2023-07-26,Calzado,Hombre,0,7,0,2,108.63
2023-07-26,Calzado,Niños,0,7,0,5,161.16
2023-07-26,Calzado,Unisex,0,7,0,5,253.45
2023-07-27,Mujer,Mujer,0,7,0,4,85.68
2023-07-27,Mujer,Hombre,0,7,0,2,62.14
2023-07-27,Mujer,Niños,0,7,0,1,33.14
2023-07-27,Mujer,Unisex,0,7,0,4,224.71
2023-07-27,Hombre,Mujer,0,7,0,1,49.55
2023-07-27,Hombre,Hombre,0,7,0,4,67.89
2023-07-27,Hombre,Niños,0,7,0,2,66.71
2023-07-27,Hombre,Unisex,0,7,0,3,125.89
2023-07-27,Niños,Mujer,0,7,0,4,222.65
2023-07-27,Niños,Hombre,0,7,0,1,59.1
2023-07-27,Niños,Niños,0,7,0,4,214.45
2023-07-27,Niños,Unisex,0,7,0,3,142.32
2023-07-27,Accesorios,Mujer,0,7,0,2,58.17
2023-07-27,Accesorios,Hombre,0,7,0,1,41.8
2023-07-27,Accesorios,Niños,0,7,0,2,82.25
2023-07-27,Accesorios,Unisex,0,7,1,1,59.12
2023-07-27,Calzado,Mujer,0,7,0,4,75.4
2023-07-27,Calzado,Hombre,0,7,0,1,53.97
2023-07-27,Calzado,Niños,0,7,1,1,45.45
2023-07-27,Calzado,Unisex,0,7,0,2,117.39
2023-07-28,Mujer,Mujer,0,7,0,1,53.07
2023-07-28,Mujer,Hombre,0,7,0,4,231.34
2023-07-28,Mujer,Niños,0,7,0,3,74.0
2023-07-28,Mujer,Unisex,0,7,1,2,36.93
2023-07-28,Hombre,Mujer,0,7,0,1,55.36
2023-07-28,Hombre,Hombre,0,7,0,3,52.85
2023-07-28,Hombre,Niños,0,7,0,2,116.23
2023-07-28,Hombre,Unisex,0,7,0,3,74.87
2023-07-28,Niños,Mujer,0,7,0,2,76.02
2023-07-28,Niños,Hombre,0,7,0,2,43.53
2023-07-28,Niños,Niños,0,7,0,4,140.09
2023-07-28,Niños,Unisex,0,7,0,3,151.4
2023-07-28,Accesorios,Mujer,0,7,0,3,151.09
2023-07-28,Accesorios,Hombre,0,7,0,1,47.58
2023-07-28,Accesorios,Niños,0,7,0,2,43.21
2023-07-28,Accesorios,Unisex,0,7,0,1,30.4
2023-07-28,Calzado,Mujer,0,7,0,5,272.19
2023-07-28,Calzado,Hombre,0,7,0,3,46.1
2023-07-28,Calzado,Niños,0,7,0,3,173.14
2023-07-28,Calzado,Unisex,0,7,0,2,62.74
2023-07-29,Mujer,Mujer,1,7,1,6,226.03
2023-07-29,Mujer,Hombre,1,7,0,5,117.42
2023-07-29,Mujer,Niños,1,7,0,2,64.56
2023-07-29,Mujer,Unisex,1,7,1,2,80.83
2023-07-29,Hombre,Mujer,1,7,0,6,274.16
2023-07-29,Hombre,Hombre,1,7,0,5,138.47
2023-07-29,Hombre,Niños,1,7,0,4,233.96
2023-07-29,Hombre,Unisex,1,7,1,8,234.95
2023-07-29,Niños,Mujer,1,7,0,4,82.26
2023-07-29,Niños,Hombre,1,7,0,5,109.99
2023-07-29,Niños,Niños,1,7,0,2,68.95
2023-07-29,Niños,Unisex,1,7,0,0,0.0
2023-07-29,Accesorios,Mujer,1,7,0,6,359.8
2023-07-29,Accesorios,Hombre,1,7,0,2,59.86
2023-07-29,Accesorios,Niños,1,7,0,6,207.26
2023-07-29,Accesorios,Unisex,1,7,0,6,91.66
2023-07-29,Calzado,Mujer,1,7,0,4,99.56
2023-07-29,Calzado,Hombre,1,7,0,4,69.7
2023-07-29,Calzado,Niños,1,7,0,7,354.01
2023-07-29,Calzado,Unisex,1,7,1,6,326.14
2023-07-30,Mujer,Mujer,1,7,0,4,136.9
2023-07-30,Mujer,Hombre,1,7,0,2,39.42
2023-07-30,Mujer,Niños,1,7,0,3,76.29
2023-07-30,Mujer,Unisex,1,7,0,6,125.83
2023-07-30,Hombre,Mujer,1,7,0,1,34.83
2023-07-30,Hombre,Hombre,1,7,1,8,462.65
2023-07-30,Hombre,Niños,1,7,0,1,21.17
2023-07-30,Hombre,Unisex,1,7,0,4,234.56
2023-07-30,Niños,Mujer,1,7,0,4,109.04
2023-07-30,Niños,Hombre,1,7,1,5,125.82
2023-07-30,Niños,Niños,1,7,1,6,179.89
2023-07-30,Niños,Unisex,1,7,0,4,162.96
2023-07-30,Accesorios,Mujer,1,7,0,1,18.19
2023-07-30,Accesorios,Hombre,1,7,0,6,244.64
2023-07-30,Accesorios,Niños,1,7,0,6,343.61
2023-07-30,Accesorios,Unisex,1,7,0,1,31.14
2023-07-30,Calzado,Mujer,1,7,0,3,52.15
2023-07-30,Calzado,Hombre,1,7,0,4,126.75
2023-07-30,Calzado,Niños,1,7,0,3,152.59
2023-07-30,Calzado,Unisex,1,7,0,5,193.09
2023-07-31,Mujer,Mujer,0,7,0,0,0.0
2023-07-31,Mujer,Hombre,0,7,0,4,174.49
2023-07-31,Mujer,Niños,0,7,0,4,125.09
2023-07-31,Mujer,Unisex,0,7,0,4,114.94
2023-07-31,Hombre,Mujer,0,7,0,2,111.03
2023-07-31,Hombre,Hombre,0,7,0,5,141.86
2023-07-31,Hombre,Niños,0,7,0,2,53.2
2023-07-31,Hombre,Unisex,0,7,0,2,63.49
2023-07-31,Niños,Mujer,0,7,0,2,86.63
2023-07-31,Niños,Hombre,0,7,0,1,22.67
2023-07-31,Niños,Niños,0,7,0,1,41.9
2023-07-31,Niños,Unisex,0,7,0,2,92.63
2023-07-31,Accesorios,Mujer,0,7,1,0,0.0
2023-07-31,Accesorios,Hombre,0,7,0,3,91.57
2023-07-31,Accesorios,Niños,0,7,0,2,33.85
2023-07-31,Accesorios,Unisex,0,7,0,2,48.34
2023-07-31,Calzado,Mujer,0,7,1,2,91.64
2023-07-31,Calzado,Hombre,0,7,0,3,128.59
2023-07-31,Calzado,Niños,0,7,0,2,36.86
2023-07-31,Calzado,Unisex,0,7,0,4,129.88
2023-08-01,Mujer,Mujer,0,8,1,5,177.89
2023-08-01,Mujer,Hombre,0,8,0,0,0.0
2023-08-01,Mujer,Niños,0,8,0,3,89.4
2023-08-01,Mujer,Unisex,0,8,0,3,107.6
2023-08-01,Hombre,Mujer,0,8,0,3,122.66
2023-08-01,Hombre,Hombre,0,8,0,1,46.14
2023-08-01,Hombre,Niños,0,8,0,0,0.0
2023-08-01,Hombre,Unisex,0,8,0,2,37.22
2023-08-01,Niños,Mujer,0,8,1,1,59.26
2023-08-01,Niños,Hombre,0,8,0,1,44.2
2023-08-01,Niños,Niños,0,8,0,3,84.36
2023-08-01,Niños,Unisex,0,8,0,2,65.51
2023-08-01,Accesorios,Mujer,0,8,0,2,32.2
2023-08-01,Accesorios,Hombre,0,8,0,3,115.25
2023-08-01,Accesorios,Niños,0,8,0,3,57.55
2023-08-01,Accesorios,Unisex,0,8,0,2,31.59
2023-08-01,Calzado,Mujer,0,8,0,3,127.54
2023-08-01,Calzado,Hombre,0,8,0,1,38.62
2023-08-01,Calzado,Niños,0,8,0,3,129.05
2023-08-01,Calzado,Unisex,0,8,0,2,97.23
2023-08-02,Mujer,Mujer,0,8,0,1,15.81
2023-08-02,Mujer,Hombre,0,8,1,4,95.29
2023-08-02,Mujer,Niños,0,8,0,3,62.0
2023-08-02,Mujer,Unisex,0,8,0,0,0.0
2023-08-02,Hombre,Mujer,0,8,0,1,26.76
2023-08-02,Hombre,Hombre,0,8,0,1,25.56
2023-08-02,Hombre,Niños,0,8,0,0,0.0
2023-08-02,Hombre,Unisex,0,8,0,2,65.92
2023-08-02,Niños,Mujer,0,8,0,0,0.0
2023-08-02,Niños,Hombre,0,8,0,2,83.03
2023-08-02,Niños,Niños,0,8,0,1,17.91
2023-08-02,Niños,Unisex,0,8,0,1,50.82
2023-08-02,Accesorios,Mujer,0,8,0,2,96.03
2023-08-02,Accesorios,Hombre,0,8,0,2,119.51
2023-08-02,Accesorios,Niños,0,8,0,4,74.83
2023-08-02,Accesorios,Unisex,0,8,0,3,80.18
2023-08-02,Calzado,Mujer,0,8,1,1,17.83
2023-08-02,Calzado,Hombre,0,8,0,3,143.66
2023-08-02,Calzado,Niños,0,8,0,2,97.29
2023-08-02,Calzado,Unisex,0,8,0,4,87.92
2023-08-03,Mujer,Mujer,0,8,1,1,23.37
2023-08-03,Mujer,Hombre,0,8,0,2,54.45
2023-08-03,Mujer,Niños,0,8,0,1,23.65
2023-08-03,Mujer,Unisex,0,8,0,3,177.55
2023-08-03,Hombre,Mujer,0,8,0,1,30.22
2023-08-03,Hombre,Hombre,0,8,0,2,111.19
2023-08-03,Hombre,Niños,0,8,0,0,0.0
2023-08-03,Hombre,Unisex,0,8,0,3,68.5
2023-08-03,Niños,Mujer,0,8,0,3,166.59
2023-08-03,Niños,Hombre,0,8,0,2,45.09
2023-08-03,Niños,Niños,0,8,0,1,22.34
2023-08-03,Niños,Unisex,0,8,0,2,76.97
2023-08-03,Accesorios,Mujer,0,8,0,3,179.53
2023-08-03,Accesorios,Hombre,0,8,0,0,0.0
2023-08-03,Accesorios,Niños,0,8,0,1,55.63
2023-08-03,Accesorios,Unisex,0,8,0,3,144.66
2023-08-03,Calzado,Mujer,0,8,0,3,160.83
2023-08-03,Calzado,Hombre,0,8,0,2,67.94
2023-08-03,Calzado,Niños,0,8,1,3,165.14
2023-08-03,Calzado,Unisex,0,8,0,4,118.89
2023-08-04,Mujer,Mujer,0,8,0,2,115.39
2023-08-04,Mujer,Hombre,0,8,0,1,19.03
2023-08-04,Mujer,Niños,0,8,0,3,179.62
2023-08-04,Mujer,Unisex,0,8,0,0,0.0
2023-08-04,Hombre,Mujer,0,8,0,3,140.79
2023-08-04,Hombre,Hombre,0,8,0,4,130.58
2023-08-04,Hombre,Niños,0,8,0,2,117.5
2023-08-04,Hombre,Unisex,0,8,1,2,59.49
2023-08-04,Niños,Mujer,0,8,0,2,74.92
2023-08-04,Niños,Hombre,0,8,1,3,76.51
2023-08-04,Niños,Niños,0,8,0,2,41.27
2023-08-04,Niños,Unisex,0,8,0,3,76.83
2023-08-04,Accesorios,Mujer,0,8,0,2,93.84
2023-08-04,Accesorios,Hombre,0,8,0,1,29.12
2023-08-04,Accesorios,Niños,0,8,0,4,197.84
2023-08-04,Accesorios,Unisex,0,8,0,3,175.39
2023-08-04,Calzado,Mujer,0,8,0,3,87.92
2023-08-04,Calzado,Hombre,0,8,0,1,47.09
2023-08-04,Calzado,Niños,0,8,0,1,54.67
2023-08-04,Calzado,Unisex,0,8,0,3,111.6
2023-08-05,Mujer,Mujer,1,8,0,2,92.69
2023-08-05,Mujer,Hombre,1,8,0,5,254.13
2023-08-05,Mujer,Niños,1,8,0,3,140.43
2023-08-05,Mujer,Unisex,1,8,0,4,67.62
2023-08-05,Hombre,Mujer,1,8,0,3,48.01
2023-08-05,Hombre,Hombre,1,8,0,3,126.36
2023-08-05,Hombre,Niños,1,8,0,3,85.52
2023-08-05,Hombre,Unisex,1,8,0,2,81.02
2023-08-05,Niños,Mujer,1,8,1,2,116.68
2023-08-05,Niños,Hombre,1,8,0,1,40.17
2023-08-05,Niños,Niños,1,8,1,2,104.8
2023-08-05,Niños,Unisex,1,8,0,1,36.95
2023-08-05,Accesorios,Mujer,1,8,1,4,167.75
2023-08-05,Accesorios,Hombre,1,8,0,0,0.0
2023-08-05,Accesorios,Niños,1,8,0,3,75.85
2023-08-05,Accesorios,Unisex,1,8,0,2,37.01
2023-08-05,Calzado,Mujer,1,8,0,2,57.06
2023-08-05,Calzado,Hombre,1,8,0,5,226.82
2023-08-05,Calzado,Niños,1,8,0,4,143.5
2023-08-05,Calzado,Unisex,1,8,0,5,245.77
2023-08-06,Mujer,Mujer,1,8,1,6,247.57
2023-08-06,Mujer,Hombre,1,8,1,2,111.5
2023-08-06,Mujer,Niños,1,8,0,0,0.0
2023-08-06,Mujer,Unisex,1,8,0,3,75.09
2023-08-06,Hombre,Mujer,1,8,1,4,179.75
2023-08-06,Hombre,Hombre,1,8,0,2,78.03
2023-08-06,Hombre,Niños,1,8,0,5,218.13
2023-08-06,Hombre,Unisex,1,8,0,4,180.78
2023-08-06,Niños,Mujer,1,8,0,3,83.11
2023-08-06,Niños,Hombre,1,8,0,3,61.41
2023-08-06,Niños,Niños,1,8,0,1,18.15
2023-08-06,Niños,Unisex,1,8,0,1,29.73
2023-08-06,Accesorios,Mujer,1,8,0,3,163.6
2023-08-06,Accesorios,Hombre,1,8,0,3,65.5
2023-08-06,Accesorios,Niños,1,8,0,1,28.15
2023-08-06,Accesorios,Unisex,1,8,1,4,210.07
2023-08-06,Calzado,Mujer,1,8,0,2,52.9
2023-08-06,Calzado,Hombre,1,8,0,3,96.46
2023-08-06,Calzado,Niños,1,8,0,3,163.61
2023-08-06,Calzado,Unisex,1,8,0,4,143.56
2023-08-07,Mujer,Mujer,0,8,0,2,69.42
2023-08-07,Mujer,Hombre,0,8,0,2,39.83
2023-08-07,Mujer,Niños,0,8,0,3,147.81
2023-08-07,Mujer,Unisex,0,8,0,4,85.9
2023-08-07,Hombre,Mujer,0,8,0,3,126.8
2023-08-07,Hombre,Hombre,0,8,0,2,90.09
2023-08-07,Hombre,Niños,0,8,0,3,48.2
2023-08-07,Hombre,Unisex,0,8,0,1,51.69
2023-08-07,Niños,Mujer,0,8,0,3,105.37
2023-08-07,Niños,Hombre,0,8,0,2,59.79
2023-08-07,Niños,Niños,0,8,0,3,94.67
2023-08-07,Niños,Unisex,0,8,0,1,46.42
2023-08-07,Accesorios,Mujer,0,8,0,2,56.17
2023-08-07,Accesorios,Hombre,0,8,0,3,132.91
2023-08-07,Accesorios,Niños,0,8,0,0,0.0
2023-08-07,Accesorios,Unisex,0,8,0,2,48.43
2023-08-07,Calzado,Mujer,0,8,0,3,121.76
2023-08-07,Calzado,Hombre,0,8,0,2,115.21
